destination,name,area,subarea,boulder,grade,stars,FA,FA_year,style_icon_1,style_icon_2,style_icon_3,style_icon_4,description
Squamish,Dark Angel,Apron Boulders,Gibbs' Cave,Dark Angel,V1,2,Dave Ferguson,2000,,,,,Smear up the slab by the tunnel entrance using sidepulls near the top to reach a good jug.
Squamish,The Taxman,Apron Boulders,Gibbs' Cave,Dark Angel,V0,1,Dave Ferguson,2000,,,,,Slab climb just right of Dark Angel.
Squamish,The Spire,Apron Boulders,Gibbs' Cave,The Spire,V1,1,Dave Ferguson,2000,sit-start,,,,Climb the small flake starting with a left crimp and right pinch. Makes The Boot look huge!
Squamish,Mantel la Mesa,Apron Boulders,Gibbs' Cave,Mantel la Mesa,V2,1,Dave Ferguson,2000,sit-start,,,,Step into a pit to start. Grab the lip and mantel. So short you might have trouble finding it.
Squamish,Grad 76 Dihedral,Apron Boulders,Gibbs' Cave,Grad 76,V2,0,,,technical,dangerous,,,The small| left-facing corner feature.
Squamish,TNT,Apron Boulders,Gibbs' Cave,Grad 76,V8,1,Nick Gibbs,2001,crimpy,dangerous,,,Start left of the blunt arête using a high pinch and crimp. Surge to higher edges and the top. There is a shocking absence of footholds.
Squamish,Dynamite,Apron Boulders,Gibbs' Cave,Grad 76,V6,5,Andrew Boyd,2006,sit-start,dangerous,,,Start seated matched on a loaf-shaped hold. Climb to a positive face hold| head left to the arête and top out above. A superb face climb!
Squamish,A-Bomb,Apron Boulders,Gibbs' Cave,Grad 76,V8,3,Andrew Boyd,2007,pumpy,sit-start,dangerous,,To make Dynamite more explosive| start at the tunnel entrance matched on a small flake. Using sidepulls and gastons| move left into Dynamite.
Squamish,Rat Death,Apron Boulders,Gibbs' Cave,Grad 76,V5,2,Peter Michaux,2005,dangerous,,,,Start as low as possible in the pit between the two boulders with a pad carefully placed on the log. Follow flake features to an exposed finish...
Squamish,Public Sweat Towel,Apron Boulders,Gibbs' Cave,Hydro Crack,V3,0,Andrew Boyd,2007,slabby,,,,Climb the tallest part of the dark| off-vertical face right of the trail up to Dynamite.
Squamish,Hydro Crack,Apron Boulders,Gibbs' Cave,Hydro Crack,V2,4,,,sit-start,,,,The boulder that contained Killing Me Softly (V6) was split by BC Hydro in 2019 while drilling for new poles. This destroyed the former line| but left an excellent thin-hands crack climb in its place| which starts seated. It's sharp| so consider taping up. If you can't jam try laybacking| but that's arguably harder.
Squamish,Killing Me Harshly,Apron Boulders,Gibbs' Cave,Circus Envy,V9,3,Nathanael Amyot,2004,,,,,Start standing with a left edge and a right pinch. Jump off the ground to a hold out left and then fire up the impressive| overhanging prow.
Squamish,Circus Envy,Apron Boulders,Gibbs' Cave,Circus Envy,V4,0,Shelley Hoover,2002,,,,,A pure mantel off a slopey shelf.
Squamish,Heart-shaped Lobotomy,Apron Boulders,Gibbs' Cave,Teenage Lobotomy,V3,1,Andrew Boyd & Jeremy Smith & Kevin Zanatta,2006,dangerous,,,,Climb the face to the right of Teenage Lobotomy
Squamish,Teenage Lobotomy,Apron Boulders,Gibbs' Cave,Teenage Lobotomy,V7,5,Andrew Boyd & Jeremy Smith,2006,reachy,dangerous,,,Climb the slab to a committing crux that gains the steepest part of the aesthetic face. A quality line that requires nerves of steel.
Squamish,More Styles,Apron Boulders,Gibbs' Cave,Blues,V0+,1,Dave Ferguson,2000,,,,,Start gripping the left arête| paste your feet on the lip and then fire up gastons and sidepulls.
Squamish,Bell Bottom Blues,Apron Boulders,Gibbs' Cave,Blues,V1,1,Dave Ferguson,2000,sit-start,,,,Start on a small shelf just right of the arête. Move left to the arête and up from there.
Squamish,Running on Faith,Apron Boulders,Gibbs' Cave,Blues,V2,2,Dave Ferguson,2000,sit-start,,,,Start on a large shelf on the boulder's corner. Move right along a diagonal rail to finish with a sidepull feature in the middle of the face. A direct version starts with holds just below the middle of the rail.
Squamish,Riding With the King,Apron Boulders,Gibbs' Cave,Blues,V3,1,Dave Ferguson,2000,,,,,Start gripping the right-hand lip. Climb leftward| finishing just right of Running On Faith.
Squamish,Ben's Suggestion,Apron Boulders,Descent Trail,Nick's Traverse,V9,3,Remy Larocque,2018,sit-start,,,,Start 1.5 m left of the start to Nick's Traverse using a good| low sidepull. Climb straight up to join Jim Carey for the arête finish. Fast to dry.
Squamish,Nick's Traverse,Apron Boulders,Descent Trail,Nick's Traverse,V8,4,Nick Gibbs,2001,powerful,crimpy,sit-start,,Start this condition-dependent line seated matched on a shelf. Pull to sloping edges and then work into a tiny left crimp. Fire to a high| sloping edge and then traverse down and right toward a sharp horn. Finish along the rail. Finicky body positioning at the start.
Squamish,Pet Detection,Apron Boulders,Descent Trail,Nick's Traverse,V8,2,Jeremy Smith,2002,powerful,crimpy,sit-start,,Climb Nick’s Traverse to the high sloping edge| match and then reach up and right into some flat| awkward underclings. Make a really big move directly up the face to a small shelf and finish above.
Squamish,Jim Carrey,Apron Boulders,Descent Trail,Nick's Traverse,V10,2,Matt Wilder,2002,sit-start,,,,Start Nick's Traverse| but move left as soon as possible along poor holds to reach the left arête. Follow this feature to the top of the boulder. Do not step out left onto the shelf to avoid climbing the arête.
Squamish,Dixie Cup Stem,Apron Boulders,Descent Trail,Dixie Cup Stem,V1,0,Jack Fieldhouse & Mike Mott,2000,,,,,Stem the scoop.
Squamish,Tim Cup Arête,Apron Boulders,Descent Trail,Dixie Cup Stem,V4,0,Jack Fieldhouse & Mike Mott,2000,slopey,,,,Start just right of the scoop. Follow slopers up and left into Dixie Cup Stem.
Squamish,Heather Graham,Apron Boulders,Descent Trail,Heather Graham,V9,3,Andrew Boyd,2000,powerful,dangerous,,,Start matched in a low sidepull| fire to the lip and press up onto the face with great difficulty. The press move is more awkward for tall climbers.
Squamish,Mr. Winkie,Apron Boulders,Descent Trail,Dog Brain,V4,0,Mike Mott & Jack Fieldhouse,2000,slopey,,,,Start crouching and traverse the sloping lip rightward to the arête and up. A variation finishes around to the right at the top of Dog Brain.
Squamish,Dog Brain,Apron Boulders,Descent Trail,Dog Brain,V4,1,Mike Mott & Jack Fieldhouse,2000,sit-start,,,,Start seated gripping the sharp left arête. Clutch up holds to the lip and then follow it rightward to finish. Not the best landing.
Squamish,Unforeseen Consequences,Apron Boulders,Descent Trail,Unforeseen Consequences,V4,0,Mike Mott & Jack Fieldhouse,2000,sit-start,,,,Start seated in an alcove using lip holds. Clutch along the arête – watch the drop!
Squamish,Lemony Fresh,Apron Boulders,Descent Trail,Heather Graham,V5,2,Mike Mott,2000,sit-start,,,,Start seated| matched on a good shelf. Traverse right to a rail and then finish up the groove.
Squamish,Shelf Life,Apron Boulders,Descent Trail,Heather Graham,V6,3,Mike Mott,2000,sit-start,,,,Start as for Lemony Fresh| but go straight up the blunt arête to slopers at the lip. Mantel straight over the top| just left of the Lemony Fresh exit.
Squamish,Gravediggas,Apron Boulders,Descent Trail,Funeral Arrangements,V2,2,Curtis Suave,2019,,,,,Start in a hole using a positive right edge at 1.75 m and a low| left crimp. Unique moves lead up the left arête and out of the grave.
Squamish,Funeral Arrangements,Apron Boulders,Descent Trail,Funeral Arrangements,V6,5,Stu Worrall,1998,dangerous,,,,To start| reach to a good sidepull. Follow a rail feature to edges and a very exposed topout. Also known as Seriously Casual and The Crippler over the years.
Squamish,Funeral Arrangements Low,Apron Boulders,Descent Trail,Funeral Arrangements,V11,4,Jeremy Smith,2004,dangerous,,,,Start matched on a wide pinch. Use a gaston and slopey undercling to gain a left-hand incut. Climb into Funeral Arrangements and then finish up that nerve-wracking problem. Don't blow the top!
Squamish,Keelhauler,Apron Boulders,Descent Trail,Keelhauler,V7,2,Tyrone Brett,2003,sit-start,,,,To start| awkwardly bear-hug the bottom of the overhanging prow using a right sidepull and a left-hand sloper on the lip. Fire up the bowl.
Squamish,The Steaming Loaf of Doom,Apron Boulders,Descent Trail,Finger Puppets,V4,3,Tyrone Brett,2003,,,,,Start in the concave face matched on a high| slopey hold that's somewhat pinch-like. Fire left to a gaston| right to the lip and top out above.
Squamish,Font Simulator,Apron Boulders,Descent Trail,Font Simulator,V2,2,Tyrone Brett,2003,slopey,,,,Start with a left gaston and a high| right sloper. Slap up slopers and over the top.
Squamish,Afterlife,Apron Boulders,Descent Trail,Font Simulator,V1,2,Tyrone Brett,2003,,,,,Start crouching in an alcove using an incut left sidepull and a low right sloper.
Squamish,Something for Nothing,Apron Boulders,Descent Trail,Font Simulator,V1,2,Tyrone Brett,2003,,,,,Start crouching under the right-hand prow using a left sidepull by Afterlife and a right sidepull below the lip. Hit the lip and rail to the top.
Squamish,Jace's Jump Start,Apron Boulders,Descent Trail,Finger Puppets,V3,2,Jean-Claude Savard,2021,,,,,Start with a left-hand pinch on the lip and jump to a right sloper. Top out directly above. This problem is easier if you don't have to jump.
Squamish,Finger Puppets,Apron Boulders,Descent Trail,Finger Puppets,V1,4,Mike Stewart,1997,,,,,Start on the diagonal shelf just left of the arête. Climb up and right to the sharp rail and finish directly above on amazing fin features. Airy finish!
Squamish,Deep Down,Apron Boulders,Descent Trail,Finger Puppets,V5,2,Andrew Boyd & Kevin Zanatta,2009,crimpy,,,,Crimp up the middle of the dark face starting matched on a sloping| white edge. The first move is the hardest due to the small footholds.
Squamish,Redemption,Apron Boulders,Descent Trail,Finger Puppets,V1,1,Andrew Boyd & Kevin Zanatta,2009,reachy,,,,Start with a left sidepull and a high right crimp. Pull on and gun for the lip.
Squamish,The Left Conspiracy,Apron Boulders,Descent Trail,Conspiracy of One,V7,2,Jean-Claude Savard,2021,technical,,,,Start with a left-hand sloper or incut and your right hand on the high foot on Conspiracy of One. Slap left to a bad hold before launching with difficulty to the jug. Finish as for Conspiracy of One.
Squamish,Conspiracy of One,Apron Boulders,Descent Trail,Conspiracy of One,V6,4,Tyrone Brett,2003,technical,,,,Start with a big| right-facing sidepull in the overhang. Fire left to better holds and then finesse a tricky reach above. A bit dabby| but still very good.
Squamish,Huey Lewis & the News,Apron Boulders,Descent Trail,Conspiracy of One,V1,3,Hugh Williams,1997,sit-start,,,,Start seated matched on a slopey ball. Boulder up the right side of the arête. Good fun.
Squamish,Fact Up,Apron Boulders,Descent Trail,Fact Up,V1,2,Curtis Suave,2011,slabby,,,,Climb along the corner groove and the slab on its right to a glorious jug up high. Fun!
Squamish,Hip to be Square,Apron Boulders,Descent Trail,Fact Up,V4,0,,,,,,,Start standing on a slab and reach overhead to find the start holds. Climb along the vague arête.
Squamish,Jack the Ripper,Apron Boulders,Descent Trail,Pole Position,V2,2,Stu Worrall,1997,,,,,Start right of the arête gripping a sidepull. Hit slopers on the lip and then find a way to mantel.
Squamish,Pole Position,Apron Boulders,Descent Trail,Pole Position,V11,3,Paul Nadler,2018,powerful,crimpy,,,Start low with a positive right-facing sidepull flake and a lower left edge. Move up and left through the overhang using a variety of small edges. Cryptic!
Squamish,Rat Poison,Apron Boulders,Descent Trail,Pole Position,V3,2,Stu Worrall,1997,dangerous,sit-start,,,Start seated on the boulder spine matched on a diagonal rail below the upper lip. Grapple over the lip| which is much harder than it looks. Pad it well!
Squamish,The Rat Came Back,Apron Boulders,Descent Trail,Pole Position,V6,2,Tyrone Brett,2003,dangerous,,,,Start matched on a prominent sloping shelf under the low nose of the boulder. Fire right to a crimp over the lip and traverse left into Rat Poison to finish.
Squamish,Rat Attack,Apron Boulders,Descent Trail,Pole Position,V5,1,Jim Sandford,2003,,,,,Start as for The Rat Came Back| but mantel onto the slab| directly above the starting holds.
Squamish,The Hurricane,Apron Boulders,Descent Trail,Fun Factory,V7,2,Jim Sandford,2003,powerful,dangerous,,,Start in the corridor with a high| juggy sidepull or edges below and climb to a spooky finish with the boulder at your back (Low start| FA: Jeremy Smith 2004).
Squamish,Poodle Walk,Apron Boulders,Descent Trail,Fun Factory,V9,2,Tyson Braun,2009,dangerous,,,,Start standing with a crimp and a small| sloping edge. Pull off the ground| with difficulty| and climb straight up the arête to a juggy sloper.
Squamish,The Fun Factory,Apron Boulders,Descent Trail,Fun Factory,V7,3,Nick Gibbs,1996,reachy,,,,Start on the sidepull in the middle of the overhanging wall and reach way to the left for an opposing sidepull. Climb to an exit move using the wedged block. Having a big wingspan softens the grade.
Squamish,The Fun Factory Low,Apron Boulders,Descent Trail,Fun Factory,V10,3,Nick Gibbs,1996,reachy,,,,Start on the low rail and climb into the stand-up version. A burly set of moves...
Squamish,Uranus Undercling,Apron Boulders,Descent Trail,Pole Position,V2,0,Hugh Williams,1997,,,,,Start with an undercling in the middle rail feature. Move up and right to finish.
Squamish,Blackout,Apron Boulders,Descent Trail,Pole Position,V7,1,Jim Sandford,2003,powerful,sit-start,,,Start seated matched on a double undercling just right of Uranus Undercling. Move right to the arête feature| with difficulty| and finish above.
Squamish,Brownout,Apron Boulders,Descent Trail,Pole Position,V8,1,Jim Sandford,2003,powerful,sit-start,,,Start seated on the right in another double undercling by a stump. Traverse left into Blackout.
Squamish,Campus Problem,Apron Boulders,Descent Trail,Pole Position,V2,0,Nick Gibbs,1996,dangerous,,,,Start with a positive edge in the overhang 3 m right of the boulder's uphill nose. A bad landing!
Squamish,Bloody Flapper,Apron Boulders,Descent Trail,Bloody Flapper,V0,1,Peter Michaux,1999,,,,,Start on the right end of the shelf. Traverse leftward until it's possible to reach the lip.
Squamish,Green Party,Apron Boulders,Descent Trail,Bloody Flapper,V4,1,Shelley Hoover,2001,sit-start,,,,Start seated with low holds on either side of the arête| below the lip of the north edge of the boulder. Slap upward and mantel the slab.
Squamish,Rodeo Billy,Apron Boulders,Descent Trail,Rodeo Billy,V2,1,Mike Stewart,1997,,,,,On the far left of the overhang is a small| incut edge rail just beneath the lip. Start here| cramped against the left boulder| and make slappy moves.
Squamish,Squeeze Job,Apron Boulders,Descent Trail,Fun Factory,V6,2,Jeremy Smith,2006,sit-start,,,,Start seated using holds on either side of the arête. Dabby moves lead upward. Pad intensive!
